Date,Open,High,Low,Close,Volume
2021-01-01 00:00:00+00:00,736.42,739.0,730.03,731.14,10679.63623
2021-01-01 00:15:00+00:00,731.14,732.28,729.33,731.6,6954.72694
2021-01-01 00:30:00+00:00,731.55,734.29,731.45,733.54,4958.21322
2021-01-01 00:45:00+00:00,733.54,735.59,732.38,734.07,5340.12245
2021-01-01 01:00:00+00:00,734.08,743.47,733.37,743.41,14643.20784
2021-01-01 01:15:00+00:00,743.43,743.78,739.69,742.2,10035.33555
2021-01-01 01:30:00+00:00,742.19,748.5,740.81,747.26,16002.58114
2021-01-01 01:45:00+00:00,747.2,749.0,745.7,748.28,11655.06326
2021-01-01 02:00:00+00:00,748.27,749.0,743.57,744.41,9180.88473
2021-01-01 02:15:00+00:00,744.45,746.67,744.31,744.96,7214.4722
2021-01-01 02:30:00+00:00,744.96,745.63,742.27,744.3,11133.91229
2021-01-01 02:45:00+00:00,744.3,746.65,743.2,744.06,5490.23178
2021-01-01 03:00:00+00:00,744.06,745.8,743.1,744.19,5343.60251
2021-01-01 03:15:00+00:00,744.12,745.56,743.38,745.2,4055.25528
2021-01-01 03:30:00+00:00,745.31,747.23,744.31,745.85,4739.32244
2021-01-01 03:45:00+00:00,745.86,746.88,744.68,744.82,3466.62836
2021-01-01 04:00:00+00:00,744.87,746.42,743.79,744.35,3245.67022
2021-01-01 04:15:00+00:00,744.35,747.09,744.28,745.42,5687.65422
2021-01-01 04:30:00+00:00,745.42,746.14,739.3,741.57,6975.05911
2021-01-01 04:45:00+00:00,741.68,743.4,741.56,742.29,2885.77069
2021-01-01 05:00:00+00:00,742.34,743.23,739.62,742.6,5119.61287
2021-01-01 05:15:00+00:00,742.62,742.88,740.62,741.39,3139.54685
2021-01-01 05:30:00+00:00,741.39,741.87,739.5,741.06,3681.01297
2021-01-01 05:45:00+00:00,741.04,742.21,740.12,740.65,3008.09178
2021-01-01 06:00:00+00:00,740.72,743.25,740.72,742.03,4100.99819
2021-01-01 06:15:00+00:00,742.03,742.98,737.32,737.61,5796.02685
2021-01-01 06:30:00+00:00,737.62,739.86,737.04,739.48,3514.64362
2021-01-01 06:45:00+00:00,739.43,740.24,738.0,739.97,3695.32629
2021-01-01 07:00:00+00:00,739.87,740.51,734.4,734.79,8448.74643
2021-01-01 07:15:00+00:00,734.8,739.0,734.71,735.88,6369.80636
2021-01-01 07:30:00+00:00,735.88,737.86,734.86,736.89,3554.60616
2021-01-01 07:45:00+00:00,736.89,737.92,735.7,737.38,3251.5305
2021-01-01 08:00:00+00:00,737.37,738.48,732.5,733.36,9459.66963
2021-01-01 08:15:00+00:00,733.36,733.5,725.1,730.27,23620.42865
2021-01-01 08:30:00+00:00,730.27,733.55,726.39,727.19,10360.70295
2021-01-01 08:45:00+00:00,727.18,731.81,726.31,730.07,9551.24769
2021-01-01 09:00:00+00:00,730.07,733.27,728.77,732.0,7424.6436
2021-01-01 09:15:00+00:00,732.0,734.23,731.14,733.3,5757.35234
2021-01-01 09:30:00+00:00,733.31,734.61,732.61,733.16,5698.7042
2021-01-01 09:45:00+00:00,733.14,734.77,732.96,733.68,3955.76959
2021-01-01 10:00:00+00:00,733.69,737.26,733.27,736.7,7045.35734
2021-01-01 10:15:00+00:00,736.7,736.7,734.54,735.32,6070.17418
2021-01-01 10:30:00+00:00,735.33,737.89,735.11,737.39,5264.05619
2021-01-01 10:45:00+00:00,737.41,738.87,735.83,736.81,4516.0094
2021-01-01 11:00:00+00:00,736.82,738.82,736.11,738.5,6272.44488
2021-01-01 11:15:00+00:00,738.51,740.98,738.0,740.6,8979.72981
2021-01-01 11:30:00+00:00,740.67,741.76,738.47,738.83,7370.86361
2021-01-01 11:45:00+00:00,738.78,739.96,737.14,738.85,6761.06041
2021-01-01 12:00:00+00:00,738.85,740.0,734.62,736.28,9580.17886
2021-01-01 12:15:00+00:00,736.27,740.95,734.7,740.37,8563.83128
2021-01-01 12:30:00+00:00,740.41,743.33,738.7,740.91,16098.27279
2021-01-01 12:45:00+00:00,740.9,741.34,732.12,733.19,15948.18935
2021-01-01 13:00:00+00:00,733.19,736.38,733.0,736.36,6774.87974
2021-01-01 13:15:00+00:00,736.25,738.0,735.72,737.99,4750.65451
2021-01-01 13:30:00+00:00,738.0,739.59,736.43,738.14,5005.64126
2021-01-01 13:45:00+00:00,738.14,741.99,738.04,740.08,7012.38811
2021-01-01 14:00:00+00:00,740.08,742.67,737.17,739.78,7863.50788
2021-01-01 14:15:00+00:00,739.76,740.79,739.29,739.87,4173.76047
2021-01-01 14:30:00+00:00,739.87,740.0,737.1,738.76,3994.32703
2021-01-01 14:45:00+00:00,738.74,738.81,736.46,738.0,6066.77857
2021-01-01 15:00:00+00:00,738.01,738.73,735.78,737.1,5170.09142
2021-01-01 15:15:00+00:00,737.1,740.0,736.47,739.51,6612.11279
2021-01-01 15:30:00+00:00,739.52,739.58,733.5,734.62,9206.80924
2021-01-01 15:45:00+00:00,734.59,736.99,734.35,735.39,4682.59854
2021-01-01 16:00:00+00:00,735.39,737.5,733.01,735.21,6480.07446
2021-01-01 16:15:00+00:00,735.21,736.7,734.05,735.42,7054.06442
2021-01-01 16:30:00+00:00,735.42,737.0,734.65,736.56,3897.87071
2021-01-01 16:45:00+00:00,736.58,737.73,735.29,735.83,4817.33246
2021-01-01 17:00:00+00:00,735.76,736.45,734.16,735.32,4780.05701
2021-01-01 17:15:00+00:00,735.31,735.94,733.0,733.67,4900.14549
2021-01-01 17:30:00+00:00,733.72,733.73,728.78,730.05,17382.54231
2021-01-01 17:45:00+00:00,730.07,730.11,726.57,727.94,13851.52024
2021-01-01 18:00:00+00:00,727.94,731.8,725.78,730.09,10232.04431
2021-01-01 18:15:00+00:00,730.1,730.46,725.63,727.06,9976.16942
2021-01-01 18:30:00+00:00,727.02,728.61,720.59,720.69,18079.46517
2021-01-01 18:45:00+00:00,720.68,725.0,714.29,724.6,28140.07465
2021-01-01 19:00:00+00:00,724.57,724.64,720.95,722.98,8710.92735
2021-01-01 19:15:00+00:00,723.02,725.29,721.84,724.03,6254.86491
2021-01-01 19:30:00+00:00,724.0,726.0,722.27,725.65,4494.59103
2021-01-01 19:45:00+00:00,725.65,728.28,725.04,725.34,7405.97533
2021-01-01 20:00:00+00:00,725.34,728.76,722.5,726.82,7796.07272
2021-01-01 20:15:00+00:00,726.84,729.16,725.8,728.42,5839.69436
2021-01-01 20:30:00+00:00,728.42,728.7,727.01,727.22,5014.63467
2021-01-01 20:45:00+00:00,727.21,730.71,726.81,729.48,3771.88943
2021-01-01 21:00:00+00:00,729.48,730.07,728.33,728.65,2926.84155
2021-01-01 21:15:00+00:00,728.66,730.35,728.0,729.79,3521.76677
2021-01-01 21:30:00+00:00,729.79,730.61,728.0,728.25,3233.83591
2021-01-01 21:45:00+00:00,728.24,729.38,726.69,728.23,4899.70893
2021-01-01 22:00:00+00:00,728.23,730.0,725.65,729.86,4996.3507
2021-01-01 22:15:00+00:00,729.86,731.97,728.41,731.66,4387.2614
2021-01-01 22:30:00+00:00,731.58,731.62,728.32,728.66,2637.83704
2021-01-01 22:45:00+00:00,728.64,730.08,727.66,728.9,2592.75439
2021-01-01 23:00:00+00:00,728.97,730.19,727.92,729.21,3156.71556
2021-01-01 23:15:00+00:00,729.22,730.25,727.65,728.72,2900.70361
2021-01-01 23:30:00+00:00,728.78,730.58,728.3,728.9,4126.65076
2021-01-01 23:45:00+00:00,728.85,729.2,727.82,728.91,3874.12058
2021-01-02 00:00:00+00:00,728.91,730.66,723.98,727.66,15010.36607
2021-01-02 00:15:00+00:00,727.64,727.64,716.51,717.79,16036.35951
2021-01-02 00:30:00+00:00,717.8,723.13,716.26,722.31,9069.56681
2021-01-02 00:45:00+00:00,722.32,722.6,719.0,719.9,6073.88314
2021-01-02 01:00:00+00:00,719.9,720.83,714.91,715.8,8252.79926
2021-01-02 01:15:00+00:00,715.98,721.3,715.45,720.0,6144.4351
2021-01-02 01:30:00+00:00,720.0,730.31,719.68,729.16,13370.49977
2021-01-02 01:45:00+00:00,729.16,731.75,728.75,729.38,10217.72588
2021-01-02 02:00:00+00:00,729.39,733.27,729.34,731.52,5756.19027
2021-01-02 02:15:00+00:00,731.53,733.5,731.11,733.46,5057.18348
2021-01-02 02:30:00+00:00,733.43,734.4,730.83,732.01,5814.72706
2021-01-02 02:45:00+00:00,732.0,732.83,729.05,729.44,5242.15139
2021-01-02 03:00:00+00:00,729.45,731.96,729.39,731.5,3928.88108
2021-01-02 03:15:00+00:00,731.51,731.51,729.28,730.46,3269.87936
2021-01-02 03:30:00+00:00,730.5,731.16,728.4,728.75,2912.74049
2021-01-02 03:45:00+00:00,728.75,730.79,728.74,730.39,3027.06093
2021-01-02 04:00:00+00:00,730.39,730.54,726.27,726.61,3957.74488
2021-01-02 04:15:00+00:00,726.62,728.64,726.26,728.0,2659.40103
2021-01-02 04:30:00+00:00,728.0,730.67,727.05,729.78,4063.99173
2021-01-02 04:45:00+00:00,729.78,730.2,728.03,729.45,2436.51169
2021-01-02 05:00:00+00:00,729.45,733.4,729.22,732.47,6096.07495
2021-01-02 05:15:00+00:00,732.48,732.49,730.52,731.89,4598.25583
2021-01-02 05:30:00+00:00,731.83,732.48,730.93,731.69,4485.21336
2021-01-02 05:45:00+00:00,731.68,732.0,730.58,731.99,4163.36901
2021-01-02 06:00:00+00:00,731.99,733.19,730.53,732.28,4349.4071
2021-01-02 06:15:00+00:00,732.28,732.7,731.0,731.99,4824.90801
2021-01-02 06:30:00+00:00,732.0,735.74,731.67,735.5,12460.43972
