Date,funding_rate,open_interest
2021-01-01 00:00:00+00:00,6.467487032309143e-05,1002474.5615248758
2021-01-01 04:00:00+00:00,0.00017581282363840234,1001039.3270532747
2021-01-01 08:00:00+00:00,7.111594456014582e-05,1005617.96345015
2021-01-01 12:00:00+00:00,0.00016931460841434557,1005187.9763097445
2021-01-01 16:00:00+00:00,0.0002664148618295979,1007670.3048168803
2021-01-01 20:00:00+00:00,0.0002140075291601898,1007723.2353219686
2021-01-02 00:00:00+00:00,0.00032740992508887326,1006532.8616604583
2021-01-02 04:00:00+00:00,0.00026314871272582177,704573.0031623207
2021-01-02 08:00:00+00:00,0.00010661913740234115,708605.9342201252
2021-01-02 12:00:00+00:00,0.00015225663108115706,709106.3724649509
2021-01-02 16:00:00+00:00,0.00022330012770287118,707575.2956193092
2021-01-02 20:00:00+00:00,9.848779178078992e-05,495302.70693351637
2021-01-03 00:00:00+00:00,0.00024677435593914253,495733.38692339824
2021-01-03 04:00:00+00:00,0.000215836343157291,496424.5902121672
2021-01-03 08:00:00+00:00,0.00027724176087301586,497313.7907851553
2021-01-03 12:00:00+00:00,0.00015530871053018335,348119.6535496087
2021-01-03 16:00:00+00:00,0.000166245578808011,243683.75748472608
2021-01-03 20:00:00+00:00,0.00012369037221143475,242606.78020225815
2021-01-04 00:00:00+00:00,0.0001934126738209051,243373.59416336592
2021-01-04 04:00:00+00:00,0.00014704360388917,170361.51591435613
2021-01-04 08:00:00+00:00,0.00014072373136407213,170997.84401185333
2021-01-04 12:00:00+00:00,0.00032139922168959956,171585.7528533039
2021-01-04 16:00:00+00:00,0.0002610957145102906,172083.36950155362
2021-01-04 20:00:00+00:00,0.00031052385233465023,172176.38738041135
2021-01-05 00:00:00+00:00,0.0001268002069452165,120523.47116628794
2021-01-05 04:00:00+00:00,0.00015866893008559908,120171.38575999418
2021-01-05 08:00:00+00:00,9.696721499949214e-05,120055.1324754038
2021-01-05 12:00:00+00:00,2.0145486276276737e-05,84038.59273278266
2021-01-05 16:00:00+00:00,0.00028118707956616796,83899.77946639406
2021-01-05 20:00:00+00:00,0.00010440647274523738,82777.5161064617
2021-01-06 00:00:00+00:00,2.4923878531446503e-05,57944.26127452318
2021-01-06 04:00:00+00:00,7.265456923651815e-05,58480.377384913525
2021-01-06 08:00:00+00:00,0.00017885700808126747,58601.45010336566
2021-01-06 12:00:00+00:00,0.00011923700748977785,58551.28671474533
2021-01-06 16:00:00+00:00,5.9633526653170947e-05,58885.770288621876
2021-01-06 20:00:00+00:00,-5.051122810740938e-05,59090.32444930764
2021-01-07 00:00:00+00:00,4.295631807269048e-05,59408.787618325114
2021-01-07 04:00:00+00:00,4.9842101001724645e-05,59015.79617067138
2021-01-07 08:00:00+00:00,0.00011796716823997069,58968.66739121916
2021-01-07 12:00:00+00:00,0.00010551612127815955,58951.027907167845
2021-01-07 16:00:00+00:00,9.198170026202663e-05,59159.73792061623
2021-01-07 20:00:00+00:00,0.00010433910101940671,59065.53070396937
2021-01-08 00:00:00+00:00,0.00014713757533370503,59928.9676210143
2021-01-08 04:00:00+00:00,8.23831066316616e-05,59538.75335285678
2021-01-08 08:00:00+00:00,0.00027779015902897454,59465.798673195146
2021-01-08 12:00:00+00:00,0.00029880109241184593,60076.7884035672
2021-01-08 16:00:00+00:00,0.000358797938441583,59724.28439352637
2021-01-08 20:00:00+00:00,0.0003552048380967515,60005.83242311363
2021-01-09 00:00:00+00:00,0.00022316060411897297,60079.76706577953
2021-01-09 04:00:00+00:00,0.00019349174472476025,59879.297312134615
2021-01-09 08:00:00+00:00,0.00022333120259153245,59908.89980571856
2021-01-09 12:00:00+00:00,0.00020371150942333677,60223.500502748575
2021-01-09 16:00:00+00:00,0.000274878714314107,60639.264347545446
2021-01-09 20:00:00+00:00,0.0003219354104462641,42447.48504328181
2021-01-10 00:00:00+00:00,0.0004026837809338451,42280.97039783584
2021-01-10 04:00:00+00:00,0.0003253812435480229,42782.25241611594
2021-01-10 08:00:00+00:00,7.5349537702247e-05,29947.576691281156
2021-01-10 12:00:00+00:00,4.4523126899039176e-05,30038.27197887757
2021-01-10 16:00:00+00:00,0.00023439894114537,30201.90438758828
2021-01-10 20:00:00+00:00,0.0002186993341558688,30229.81063520592
2021-01-11 00:00:00+00:00,8.666708228299033e-05,21160.86744464414
2021-01-11 04:00:00+00:00,0.00010210804273580305,21237.825403551054
2021-01-11 08:00:00+00:00,4.519812589069483e-05,21274.629924296925
2021-01-11 12:00:00+00:00,7.56081751137142e-05,21138.62873419175
2021-01-11 16:00:00+00:00,7.826957159961719e-05,21232.78342595724
2021-01-11 20:00:00+00:00,9.503814297760264e-05,21204.76099778785
2021-01-12 00:00:00+00:00,8.08938727376646e-05,21173.810135390333
2021-01-12 04:00:00+00:00,1.3280632037498762e-06,21315.41702381699
2021-01-12 08:00:00+00:00,0.00012955039227812627,21248.224491378223
2021-01-12 12:00:00+00:00,8.796706005280442e-05,21150.467358214697
2021-01-12 16:00:00+00:00,9.506239930068196e-05,20998.681561528356
2021-01-12 20:00:00+00:00,0.00012887851650109536,20945.232760513918
2021-01-13 00:00:00+00:00,0.00019784259186976256,20967.506037477655
2021-01-13 04:00:00+00:00,0.0001590486713105601,21182.734943915428
2021-01-13 08:00:00+00:00,0.00019728324979475126,21124.472980472718
2021-01-13 12:00:00+00:00,0.00023679725197961642,21149.967952070787
2021-01-13 16:00:00+00:00,0.00017460380627054448,21141.193518634667
2021-01-13 20:00:00+00:00,0.00015069958819101327,21134.555856433883
2021-01-14 00:00:00+00:00,8.283715668912494e-05,21057.755183891568
2021-01-14 04:00:00+00:00,0.0001856105395177649,21120.415994295778
2021-01-14 08:00:00+00:00,0.00011879047972491303,21125.56119560108
2021-01-14 12:00:00+00:00,0.00010626831851971289,20995.907998184663
2021-01-14 16:00:00+00:00,-7.2017178634482245e-06,14697.135598729263
2021-01-14 20:00:00+00:00,0.00012318384464167492,14774.733457067334
2021-01-15 00:00:00+00:00,8.67984004585141e-05,14843.304550640678
2021-01-15 04:00:00+00:00,0.0001639321835424786,14913.38269778307
2021-01-15 08:00:00+00:00,6.756223391501464e-05,14994.675385688128
2021-01-15 12:00:00+00:00,0.00011126754511921285,10496.27276998169
2021-01-15 16:00:00+00:00,0.000104252169630544,10479.590803783334
